id,title,detail,status,owner_id,deal_id,source,source_doc_id,source_line,is_blocked,blocked_reason,due_date,position,created_by,created_at,updated_at
20f23fe7-fc97-441e-819f-03dce4de4760,Contactar a Arturo,Enviar un mensaje a Arturo Vaca para dar seguimiento a la licitación de La Comer y coordinar la entrega de la presentación.,pipeline,71c5356f-76af-4c70-af57-cabf1f8b192f,94e8e4d4-83d8-49a7-9288-8106fdf5d763,huddle,18imAFOZP7jGRSVHkkmBUO4vW-c3wjfImyHYg2skbVZA,JJesus: Contactar a Arturo,f,,,0,huddle-agent,2026-07-08 15:30:26.214472+00,2026-07-08 23:46:34.467435+00
8c3ef1e5-9a3a-4a3f-924f-1d829e03ef1a,Migrar Cuentas,Realizar la migracion de todas las cuentas a la plataforma One Password.,done,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,18imAFOZP7jGRSVHkkmBUO4vW-c3wjfImyHYg2skbVZA,Jesus Lopez: Migrar Cuentas,f,,,0,huddle-agent,2026-07-08 15:30:26.214472+00,2026-07-08 23:47:02.728282+00
258f8208-91dd-4952-9a03-f8303e959e55,Crear Grupo Recibos,Generar un espacio en WhatsApp especifico para gestionar la llegada de recibos de CFE.,done,,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,El grupo: Crear Grupo Recibos,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-09 07:44:26.840161+00
3b8ba3c6-03c7-41ee-8668-f26cb24c1dae,Contactar a Pepsi,Enviar un correo electrónico de seguimiento a Pepsi para solicitar una respuesta sobre el proyecto.,in_progress,94665966-e6b1-4f2d-950e-88c0385a9b33,aa870e4f-3f75-4165-a9a8-72b07822d81e,huddle,18imAFOZP7jGRSVHkkmBUO4vW-c3wjfImyHYg2skbVZA,JJesus: Contactar a Pepsi,f,,,0,huddle-agent,2026-07-08 15:30:26.214472+00,2026-07-09 07:44:40.407887+00
8a567469-2199-4bd7-be0f-ed3acaacf313,Descargar archivos XML,Correr el proceso de descarga de los 12 recibos XML del sitio para completar la calculadora anual y estimar el almacenamiento.,pipeline,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,Mario Vidaña: Descargar archivos XML,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 15:30:42.294166+00
b2dbf6a5-e3c4-495f-a3e7-dfe88e297897,Configurar infraestructura técnica,Configurar un servidor en Digital Ocean y contratar las suscripciones necesarias incluyendo Supabase y One Password usando la cuenta tech@neuman.,pipeline,,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,The group: Configurar infraestructura técnica,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 15:30:42.294166+00
b48ce6e3-35bc-42d7-9743-390671d21af7,Validar cotizaciones agentes,Analizar manualmente los proyectos existentes en GitHub para comparar la precisión de las cotizaciones de los agentes frente a una hecha manualmente.,pipeline,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,Mario Vidaña: Validar cotizaciones agentes,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 15:30:42.294166+00
2b8aea89-1c52-4e7c-b020-0e9e54374114,Evaluar API Lisa Energy,Contactar al servicio de Lisa Energy para evaluar la contratación de su API con el fin de automatizar la extracción de datos desde el RPU.,pipeline,3ab07d9d-58d6-46af-ab1b-d5020d67fde1,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,Mario Vidaña: Evaluar API Lisa Energy,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 15:30:42.294166+00
715b46d3-5c63-4754-97e0-65d88b7039cf,Instalar Paper Clip,Instalar el tablero Paper Clip para visualizar el trabajo de los agentes y sus organigramas.,blocker,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,Jesus Lopez: Instalar Paper Clip,t,Marcado como bloqueado en el tablero,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 17:12:23.620996+00
901f2713-3be5-4857-88d1-e83beddcd516,Realizar Handover,Transferir el control del servidor y las configuraciones de desarrollo a Mario Vidaña.,in_progress,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,18imAFOZP7jGRSVHkkmBUO4vW-c3wjfImyHYg2skbVZA,Jesus Lopez: Realizar Handover,f,,,0,huddle-agent,2026-07-08 15:30:26.214472+00,2026-07-08 17:12:31.595766+00
19ca3698-3ca2-44b7-ac0b-eef12a87efd5,Send WhatsApp,Send the required invoice information using WhatsApp.,done,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,1wLMF7Yv824Rdm8PeYaKRz1AC8wP3xSgmx4JUu0JQN6E,Jesus Lopez: Send WhatsApp,f,,,0,huddle-agent,2026-07-08 19:04:24.056029+00,2026-07-08 23:45:55.063445+00
87b4afd0-f120-4d4a-9f6e-d36c87358fa6,Actualizar Base Datos,Realizar un upgrade al almacenamiento de Supabase. Permitir el registro de hasta medio millon de datos tecnicos.,done,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,Jesus Lopez: Actualizar Base Datos,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 23:45:57.204981+00
a4b99c1c-fc22-4604-b088-5be7657ca9d9,Desplegar Academia,Verificar el despliegue del contenido en GitHub Pages. Finalizar la migracion del codigo desde el repositorio privado a la cuenta de Newman Tech 27.,done,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,1xUlaNS8hPJbSEFnzCJ2aqOzBrW6ZFGoZ727Tsgi7uy8,Jesus Lopez: Desplegar Academia,f,,,0,huddle-agent,2026-07-08 15:30:42.294166+00,2026-07-08 23:46:01.335232+00
281c4368-7b0c-4ea1-879f-042862870603,Connect WhatsApp,Connect the WhatsApp phone number to the integration system and finalize the plant 2 connection.,done,,,huddle,1wLMF7Yv824Rdm8PeYaKRz1AC8wP3xSgmx4JUu0JQN6E,El grupo: Connect WhatsApp,f,,,0,huddle-agent,2026-07-08 19:04:24.056029+00,2026-07-09 07:44:20.284422+00
32dee0e5-de7d-41a8-9f44-9aedd60d3f7a,Rebuild data warehouse,"The team discussed the Ambient project and the necessity of a data warehouse rebuild. The conversation covered various stages of the development process, including work on the staging environment, the main warehouse infrastructure, and the utilization of GitHub for version control.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Rebuild data warehouse,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
86b2cda6-5912-4255-86f3-23f5cc0bc232,Review mapping tool integration,"The participants reviewed the integration of specific mapping and geolocation tools. The discussion specifically focused on the implementation and functionality of Google Earth, Google Solar, and Google Maps within their current system.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Review mapping tool integration,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
5ff5dd43-fbae-4974-b37f-57de2cc07b03,Verify infrastructure status,"The group addressed their infrastructure setup, identifying a Digital Ocean VPS and the use of SSH droplets as the foundation. The team verified the system's status in relation to their ""source of truth"" and confirmed the project timelines scheduled for the upcoming Monday.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Verify infrastructure status,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
5bfd600e-854b-4595-8dd8-5aed697c4052,Utilize web console and SSH for configuration issues,The participants confirmed the necessity of utilizing the web console and managing SSH connections to address issues with the system's current configuration.,pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Utilize web console and SSH for configuration issues,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
409f3577-0c64-4a75-aa8f-1962c7dbccda,Review MCP authentication process,"The team discussed the Model Context Protocol (MCP) authentication process, emphasizing that they are not dealing with a standard integration. They reviewed the process for providing agents with prompts and copy-prompting requirements, as well as the need for cleanup regarding the network and portal access.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Review MCP authentication process,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
44e63e09-49a7-4a36-9097-66a15ed034d7,Evaluate onsite intervention logistics,"The team touched upon the project timeline, noting that it is currently a proposal. They explicitly discussed the potential for an onsite intervention, evaluating the logistics of this approach for the team.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Evaluate onsite intervention logistics,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
6a349ed8-2181-4ea8-aa55-6bb6e213904e,Review system interface and navigation,"The discussion moved to user interface elements, specifically identifying the open burger menu as a navigation point. The participants also reviewed system notifications and message alerts to ensure they are properly tracking internal communications.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Review system interface and navigation,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
f2e4dfa6-0aff-4eb8-952d-7baaaee657b8,Discuss internal sales workflow,"The participants discussed the internal sales workflow, referencing a specific item labeled ""attentive rabbit"" within the process. They touched upon the requirements for an export link and the associated stages involved in the workflow.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Discuss internal sales workflow,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
7d7fa5f5-4f9b-4c39-abfd-10ee71459909,Analyze consultant platform offerings,"The team engaged in a discussion regarding due diligence, specifically focusing on the requirements of the platform and the evaluation of various consultant offers. They emphasized the need for a thorough analysis as they move forward with these external partners.",pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Analyze consultant platform offerings,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
a02a08e3-13b0-43e5-9441-feb13efaa142,Confirm WhatsApp connection,The meeting concluded with a final review of the discussed analyses and logistics. The participants confirmed the WhatsApp connection and acknowledged the end of the current session.,pipeline,,,huddle,1XULYTYlN_iNj56w4QwpWTq6KbOkDOl6ZLBiJzGdRdWQ,El grupo: Confirm WhatsApp connection,f,,,0,huddle-agent,2026-07-13 17:14:50.470457+00,2026-07-13 17:14:50.470457+00
18c19c18-7612-4b21-9c24-4b2ef4e7f944,Consult Compliance,Discuss compliance requirements with the relevant department.,pipeline,41ff3fba-451b-45fb-8958-41d19468fa11,,huddle,1aZegkPHqGEGVU12pubYfO_QGD4CF3y25M2lB2ZYEK9Q,Jesus Lopez: Consult Compliance,f,,,0,huddle-agent,2026-07-14 17:46:38.899508+00,2026-07-14 17:46:38.899508+00
c5fd2346-e863-46a5-bc0f-cacf174fbb7d,Review investor decks and budgetary items,"The group examined the investor deck and addressed budget-related items, including a discussion on the management of storage tone megas.",pipeline,,,huddle,1aZegkPHqGEGVU12pubYfO_QGD4CF3y25M2lB2ZYEK9Q,El grupo: Review investor decks and budgetary items,f,,,0,huddle-agent,2026-07-14 17:46:38.899508+00,2026-07-14 17:46:38.899508+00
c1f61c52-9033-4eb4-bcdf-9873eb150327,Perform due diligence,"Jonathan Zuniga emphasized the necessity of performing ""due diligence"" regarding platform aesthetics and gaining formal project approval.",pipeline,94665966-e6b1-4f2d-950e-88c0385a9b33,,huddle,1aZegkPHqGEGVU12pubYfO_QGD4CF3y25M2lB2ZYEK9Q,Jonathan Zuniga: Perform due diligence,f,,,0,huddle-agent,2026-07-14 17:46:38.899508+00,2026-07-14 17:46:38.899508+00
